16384
0	138.5430777	1.484323775e-10
1	136.8703958	1.71269221e-10
2	133.3898727	1.724274057e-10
3	128.5696761	1.51391788e-10
4	124.0060654	1.117879123e-10
5	121.4390173	6.074252212e-11
6	121.7376455	7.647216194e-12
7	124.5037958	-3.810640692e-11
8	128.4707045	-6.86455337e-11
9	132.3325901	-7.884537467e-11
10	135.4050728	-6.81765755e-11
11	137.717213	-4.016342814e-11
12	139.5890698	-1.27009514e-12
13	141.1079597	3.853273256e-11
14	141.9342106	6.978240208e-11
15	141.5643415	8.449063671e-11
16	139.8102276	7.713474304e-11
17	137.0992023	4.666844688e-11
18	134.3605859	-3.545608251e-12
19	132.5918203	-6.677325359e-11
20	132.4273403	-1.338769096e-10
21	133.9938017	-1.945519301e-10
22	137.0771213	-2.401705501e-10
23	141.3737457	-2.644657826e-10
24	146.5622363	-2.657110088e-10
25	152.1383531	-2.468940608e-10
26	157.2263015	-2.129940668e-10
27	160.6681095	-1.73280057e-10
28	161.4992709	-1.37408307e-10
29	159.5743193	-1.148254825e-10
30	155.8878809	-1.093898305e-10
31	152.2519413	-1.255600068e-10
32	150.4007216	-1.604263389e-10
33	151.0234932	-2.089741713e-10
34	153.3492462	-2.615987427e-10
35	155.5990782	-3.09409387e-10
36	156.0648831	-3.43568729e-10
37	154.144495	-3.584865738e-10
38	150.6726772	-3.502211854e-10
39	147.3459417	-3.221565237e-10
40	145.6407817	-2.778666186e-10
41	145.9541302	-2.255706733e-10
42	147.5214463	-1.769393521e-10
43	149.1144024	-1.375362046e-10
44	149.9789687	-1.145501471e-10
45	150.329072	-1.120525894e-10
46	151.0598864	-1.275761718e-10
47	152.9302987	-1.58495439e-10
48	155.8570104	-1.921076631e-10
49	158.8741475	-2.23538521e-10
50	160.8057415	-2.446309821e-10
51	161.1471863	-2.460183168e-10
52	160.4684158	-2.257838361e-10
53	159.9849965	-1.85346849e-10
54	160.5631746	-1.290345608e-10
55	161.8810307	-6.623857018e-11
56	162.4139004	-1.310951347e-12
57	160.3610409	5.184830343e-11
58	154.9559383	8.656719785e-11
59	147.28112	1.030642238e-10
60	139.9822332	1.005915351e-10
61	135.9773099	8.064127144e-11
62	136.9177026	5.297451366e-11
63	142.3312747	2.4661162e-11
64	149.9492043	7.014833159e-12
65	156.9752881	3.884892408e-12
66	161.4946527	1.792876958e-11
67	163.1955221	5.147882121e-11
68	163.0784736	9.908163179e-11
69	162.4904862	1.540083616e-10
70	162.1989697	2.071534055e-10
71	162.0897294	2.49633203e-10
72	161.5696453	2.752713613e-10
73	160.2589023	2.797744258e-10
74	158.4100904	2.616484807e-10
75	156.7603539	2.300044599e-10
76	155.9760591	1.863416088e-10
77	156.1433911	1.402487015e-10
78	156.6928095	1.035260766e-10
79	156.7981521	8.123279827e-11
80	155.9408228	7.916156619e-11
81	154.2352652	9.579359528e-11
82	152.3223677	1.31111122e-10
83	150.9681504	1.704094643e-10
84	150.6939979	2.144524558e-10
85	151.6788628	2.502300589e-10
86	153.9065579	2.705959901e-10
87	157.3179006	2.69510636e-10
88	161.7505012	2.489706219e-10
89	166.6876773	2.091962159e-10
90	171.0831531	1.573798869e-10
91	173.5518868	1.017674833e-10
92	172.9644283	5.337952302e-11
93	169.1302984	1.724131948e-11
94	163.0891112	-4.684252985e-12
95	156.7152506	-1.648459147e-12
96	151.7889484	2.10516049e-11
97	149.0849712	5.147704485e-11
98	148.0752633	8.82813822e-11
99	147.4655329	1.166426955e-10
100	146.2256419	1.353939183e-10
101	144.4185222	1.379891756e-10
102	143.2461194	1.216555745e-10
103	144.2543409	8.965983511e-11
104	148.2185731	4.45687931e-11
105	154.4624616	-3.005595772e-12
106	161.0776757	-4.46469528e-11
107	165.9051961	-7.394795887e-11
108	167.6321268	-8.613554314e-11
109	166.3048867	-7.831957305e-11
110	162.9904254	-5.615774512e-11
111	158.9177167	-1.916511394e-11
112	154.7692051	2.717115422e-11
113	150.6272232	6.710365597e-11
114	146.542614	9.517364674e-11
115	143.1859086	1.053521714e-10
116	141.9499328	9.821299329e-11
117	144.2778851	7.404032942e-11
118	150.6047445	3.775646462e-11
119	159.6683036	-3.97903932e-13
120	168.7778917	-3.962696837e-11
121	175.0132073	-7.122125112e-11
122	176.6797509	-8.427569753e-11
123	174.1264728	-7.931433288e-11
124	169.4062813	-5.652722734e-11
125	164.9913252	-2.203393024e-11
126	162.3538838	1.462119315e-11
127	161.2894027	5.517364343e-11
128	160.3529605	8.144418473e-11
129	158.0516864	9.310063831e-11
130	153.9722012	8.553158182e-11
131	149.1184599	5.811706671e-11
132	145.2983703	2.046185443e-11
133	144.0261139	-2.394351384e-11
134	145.6794945	-6.643041672e-11
135	149.4139282	-9.641176746e-11
136	153.7893131	-1.169997432e-10
137	157.6089453	-1.175415321e-10
138	160.402874	-1.007567363e-10
139	162.3166097	-7.114309142e-11
140	163.6178711	-3.490896461e-11
141	164.2751797	-1.115552095e-12
142	163.9411307	2.287059431e-11
143	162.3161681	2.896882734e-11
144	159.5650499	1.8841817e-11
145	156.4335477	-1.122124615e-11
146	153.9641769	-5.588596252e-11
147	153.0223897	-1.115356696e-10
148	153.9704299	-1.633786439e-10
149	156.6781357	-2.086064654e-10
150	160.7744258	-2.35605313e-10
151	165.8626074	-2.464091153e-10
152	171.4968579	-2.390567744e-10
153	176.9802589	-2.198508042e-10
154	181.2661418	-1.871107713e-10
155	183.2168847	-1.5206858e-10
156	182.1894472	-1.233964042e-10
157	178.5881114	-1.067697042e-10
158	173.9298959	-1.07664988e-10
159	170.2280655	-1.240465508e-10
160	168.964706	-1.530704452e-10
161	170.2645186	-1.925233306e-10
162	172.8260783	-2.314148873e-10
163	174.7109285	-2.619842121e-10
164	174.52632	-2.810764954e-10
165	172.2557461	-2.839044555e-10
166	169.2053192	-2.755964346e-10
167	167.114468	-2.45606202e-10
168	167.0341349	-2.035847046e-10
169	168.7204429	-1.596358601e-10
170	170.9240953	-1.198721122e-10
171	172.3323293	-9.04094577e-11
172	172.478882	-7.630696075e-11
173	171.98652	-7.921840961e-11
174	172.0046056	-9.182343774e-11
175	173.2885332	-1.199982336e-10
176	175.6160999	-1.434337094e-10
177	177.9704953	-1.669189231e-10
178	179.3376294	-1.789608461e-10
179	179.4966749	-1.710507291e-10
180	179.177047	-1.463522636e-10
181	179.425522	-1.077573586e-10
182	180.6349451	-5.808864501e-11
183	181.9819612	-3.266720228e-12
184	181.7721917	4.625277938e-11
185	178.5550447	8.57749427e-11
186	172.2913283	1.078497291e-10
187	164.7535959	1.105107117e-10
188	158.8050865	1.022772977e-10
189	156.9340576	8.659206685e-11
190	159.9221379	6.673772646e-11
191	166.456055	4.694022948e-11
192	173.8977417	4.376943252e-11
193	179.707883	4.86846119e-11
194	182.6473938	6.799893981e-11
195	183.0865114	1.02671649e-10
196	182.3655219	1.439062203e-10
197	181.7448921	1.904680857e-10
198	181.667661	2.216609118e-10
199	181.7481295	2.52580179e-10
200	181.3539946	2.653059994e-10
201	180.2607379	2.635136553e-10
202	178.8791333	2.455049497e-10
203	177.931204	2.136957278e-10
204	177.8744773	1.773052816e-10
205	178.5373094	1.415507711e-10
206	179.2339705	1.170779029e-10
207	179.2508937	1.107789416e-10
208	178.3301885	1.030144858e-10
209	176.8117941	1.246576176e-10
210	175.379334	1.535234162e-10
211	174.6494234	1.892566104e-10
212	174.9211314	2.248441433e-10
213	176.2194192	2.474074279e-10
214	178.4929825	2.576587832e-10
215	181.7002029	2.509761288e-10
216	185.6461255	2.287610101e-10
217	189.7082949	1.921929282e-10
218	192.7669792	1.50684798e-10
219	193.5589973	9.808864831e-11
220	191.3473534	6.054534651e-11
221	186.487421	3.461408937e-11
222	180.4401042	2.3804958e-11
223	175.1043322	3.677413929e-11
224	171.8151918	5.121947311e-11
225	170.6380469	7.300471339e-11
226	170.4491998	1.009183848e-10
227	169.7905796	1.175592956e-10
228	167.9524954	1.270805683e-10
229	165.5533038	1.203002142e-10
230	164.198872	9.170619819e-11
231	165.420295	6.010658637e-11
232	169.5861806	2.038724745e-11
233	175.5166478	-1.722355591e-11
